Gene ID	Human associated gene name	Human gene stable ID
ENSMUSG00000095323		
ENSMUSG00000035278	PLEKHJ1	ENSG00000104886
ENSMUSG00000096186	RNU6-507P	ENSG00000251854
ENSMUSG00000096186	U6	ENSG00000283527
ENSMUSG00000002668	DENND1C	ENSG00000205744
ENSMUSG00000021056		
ENSMUSG00000070108		
ENSMUSG00000021102	GLRX5	ENSG00000182512
ENSMUSG00000093830		
ENSMUSG00000088132	RNA5SP80	ENSG00000222407
ENSMUSG00000034574	DAAM1	ENSG00000100592
ENSMUSG00000092913		
ENSMUSG00000076122		
ENSMUSG00000038774	ASCC3	ENSG00000112249
ENSMUSG00000071645	TUT1	ENSG00000149016
ENSMUSG00000071645	RP11-864I4.1	ENSG00000255508
ENSMUSG00000035370	ADAT3	ENSG00000213638
ENSMUSG00000035262	AMH	ENSG00000104899
ENSMUSG00000093944		
ENSMUSG00000087802		
ENSMUSG00000070182	RNU6-293P	ENSG00000223191
ENSMUSG00000024650	SLC22A6	ENSG00000197901
ENSMUSG00000092896		
ENSMUSG00000025383	IL23A	ENSG00000110944
ENSMUSG00000088675		
ENSMUSG00000024963	DNAJC4	ENSG00000110011
ENSMUSG00000048077	H1FNT	ENSG00000187166
ENSMUSG00000065078	U6	ENSG00000283300
ENSMUSG00000064232	KRT6A	ENSG00000205420
ENSMUSG00000064232	KRT6C	ENSG00000170465
ENSMUSG00000064232	KRT6B	ENSG00000185479
ENSMUSG00000089371		
ENSMUSG00000021097	CLMN	ENSG00000165959
ENSMUSG00000096876		
ENSMUSG00000057863		
ENSMUSG00000037477	TBX10	ENSG00000167800
ENSMUSG00000034445	CYB561A3	ENSG00000162144
ENSMUSG00000089281	SCARNA6	ENSG00000251791
ENSMUSG00000004791	PGF	ENSG00000119630
ENSMUSG00000065187	SNORA36	ENSG00000206731
ENSMUSG00000071649	B3GAT3	ENSG00000149541
ENSMUSG00000060647		
ENSMUSG00000094486		
ENSMUSG00000092761		
ENSMUSG00000093981		
ENSMUSG00000098249	PCGEM1	ENSG00000278406
ENSMUSG00000077750		
ENSMUSG00000023031	CELA1	ENSG00000139610
ENSMUSG00000058354	KRT6A	ENSG00000205420
ENSMUSG00000058354	KRT6C	ENSG00000170465
ENSMUSG00000058354	KRT6B	ENSG00000185479
ENSMUSG00000095728		
ENSMUSG00000093793		
ENSMUSG00000011179	ODC1	ENSG00000115758
ENSMUSG00000024669	CD5	ENSG00000110448
ENSMUSG00000084425		
ENSMUSG00000034371	TKFC	ENSG00000149476
ENSMUSG00000021431	SNRNP48	ENSG00000168566
ENSMUSG00000089128		
ENSMUSG00000064768	SNORD60	ENSG00000206630
ENSMUSG00000064768	SNORD60	ENSG00000199321
ENSMUSG00000064768	SNORD60	ENSG00000252692
ENSMUSG00000002799	JAG2	ENSG00000184916
ENSMUSG00000024824	RAD9A	ENSG00000172613
ENSMUSG00000065715	SNORD7	ENSG00000207297
ENSMUSG00000033834		
ENSMUSG00000045440	INSM2	ENSG00000168348
ENSMUSG00000065675		
ENSMUSG00000087786		
ENSMUSG00000046747		
ENSMUSG00000077155		
ENSMUSG00000098320	VIS1	ENSG00000276706
ENSMUSG00000096559	RNU6-236P	ENSG00000200756
ENSMUSG00000096559	RNU6-103P	ENSG00000200556
ENSMUSG00000096559	RNU6-178P	ENSG00000207361
ENSMUSG00000096559	RNU6-1241P	ENSG00000207266
ENSMUSG00000096559	RNU6-633P	ENSG00000199482
ENSMUSG00000021096	PPM1A	ENSG00000100614
ENSMUSG00000092693		
ENSMUSG00000048376	F2R	ENSG00000181104
ENSMUSG00000019893	ROS1	ENSG00000047936
ENSMUSG00000000701	TCL1B	ENSG00000213231
ENSMUSG00000021396	NXNL2	ENSG00000130045
ENSMUSG00000021366	HIVEP1	ENSG00000095951
ENSMUSG00000064527		
ENSMUSG00000095010		
ENSMUSG00000024067	DPY30	ENSG00000162961
ENSMUSG00000089431	RNU6-652P	ENSG00000202358
ENSMUSG00000065732		
ENSMUSG00000074849	SPATA31D4	ENSG00000189357
ENSMUSG00000074849	SPATA31D3	ENSG00000186788
ENSMUSG00000074849	SPATA31D1	ENSG00000214929
ENSMUSG00000098736	FMR1-AS1_2	ENSG00000274086
ENSMUSG00000046388		
ENSMUSG00000054021	SIRT5	ENSG00000124523
ENSMUSG00000065415		
ENSMUSG00000021271	ZNF839	ENSG00000022976
ENSMUSG00000088286	RNU6-737P	ENSG00000202240
ENSMUSG00000042724	MAP3K9	ENSG00000006432
ENSMUSG00000072949	ACOT2	ENSG00000119673
ENSMUSG00000072949	ACOT1	ENSG00000184227
ENSMUSG00000096848		
ENSMUSG00000076120		
ENSMUSG00000093791		
ENSMUSG00000077236		
ENSMUSG00000024072	YIPF4	ENSG00000119820
ENSMUSG00000034820	CPSF7	ENSG00000149532
ENSMUSG00000092914		
ENSMUSG00000089622	RNA5SP337	ENSG00000252816
ENSMUSG00000059114	LRRC74A	ENSG00000100565
ENSMUSG00000065495		
ENSMUSG00000105756		
ENSMUSG00000021322	AOAH	ENSG00000136250
ENSMUSG00000087997	RNU7-155P	ENSG00000238759
ENSMUSG00000024812	TJP2	ENSG00000119139
ENSMUSG00000024812	AL358113.1	ENSG00000283143
ENSMUSG00000038175	MYLIP	ENSG00000007944
ENSMUSG00000066378		
ENSMUSG00000078427	SARNP	ENSG00000205323
ENSMUSG00000095161	ALYREF	ENSG00000183684
ENSMUSG00000021636	MARVELD2	ENSG00000152939
ENSMUSG00000020628	TRAPPC12	ENSG00000171853
ENSMUSG00000021676	IQGAP2	ENSG00000145703
ENSMUSG00000021500	DDX46	ENSG00000145833
ENSMUSG00000095092	SP110	ENSG00000135899
ENSMUSG00000095092	AC009950.1	ENSG00000280755
ENSMUSG00000021127	ZFP36L1	ENSG00000185650
ENSMUSG00000056214	PARD6G	ENSG00000178184
ENSMUSG00000074913		
ENSMUSG00000024855	PACS1	ENSG00000175115
ENSMUSG00000094799	SP110	ENSG00000135899
ENSMUSG00000094799	AC009950.1	ENSG00000280755
ENSMUSG00000021192	GOLGA5	ENSG00000066455
ENSMUSG00000047631	APOF	ENSG00000175336
ENSMUSG00000021478	DRD1	ENSG00000184845
ENSMUSG00000025220	MGEA5	ENSG00000198408
ENSMUSG00000044515		
ENSMUSG00000096578		
ENSMUSG00000021539	LECT2	ENSG00000145826
ENSMUSG00000058953		
ENSMUSG00000057685		
ENSMUSG00000043319	COX8C	ENSG00000187581
ENSMUSG00000035342	LZTS2	ENSG00000107816
ENSMUSG00000071647	EML3	ENSG00000149499
ENSMUSG00000095593	KRTAP10-7	ENSG00000272804
ENSMUSG00000095593	KRTAP10-10	ENSG00000221859
ENSMUSG00000095593	KRTAP10-1	ENSG00000215455
ENSMUSG00000095593	KRTAP10-3	ENSG00000212935
ENSMUSG00000095593	KRTAP10-12	ENSG00000189169
ENSMUSG00000095593	KRTAP10-9	ENSG00000221837
ENSMUSG00000095593	KRTAP10-11	ENSG00000243489
ENSMUSG00000095593	KRTAP10-4	ENSG00000215454
ENSMUSG00000095593	KRTAP10-6	ENSG00000188155
ENSMUSG00000095593	KRTAP10-8	ENSG00000187766
ENSMUSG00000095593	KRTAP10-5	ENSG00000241123
ENSMUSG00000095593	KRTAP10-2	ENSG00000205445
ENSMUSG00000064030	PYM1	ENSG00000170473
ENSMUSG00000045506		
ENSMUSG00000074885		
ENSMUSG00000091311	SPATA31D4	ENSG00000189357
ENSMUSG00000091311	SPATA31D3	ENSG00000186788
ENSMUSG00000091311	SPATA31D1	ENSG00000214929
ENSMUSG00000064208		
ENSMUSG00000087720	RNU6-1309P	ENSG00000200175
ENSMUSG00000084684	RN7SKP287	ENSG00000252355
ENSMUSG00000025035	ARL3	ENSG00000138175
ENSMUSG00000092008		
ENSMUSG00000064901	SNORA21	ENSG00000199293
ENSMUSG00000007338	MRPL49	ENSG00000149792
ENSMUSG00000022211	CARMIL3	ENSG00000186648
ENSMUSG00000041236	VPS41	ENSG00000006715
ENSMUSG00000089548		
ENSMUSG00000024131	SLC3A1	ENSG00000138079
ENSMUSG00000104740		
ENSMUSG00000039330	TSGA10IP	ENSG00000175513
ENSMUSG00000065050		
ENSMUSG00000021456	FBP2	ENSG00000130957
ENSMUSG00000064574		
ENSMUSG00000055271		
ENSMUSG00000094123		
ENSMUSG00000088055	SNORA17	ENSG00000212589
ENSMUSG00000088055	SNORA17	ENSG00000212461
ENSMUSG00000088055	SNORA17	ENSG00000281808
ENSMUSG00000055480	ZNF141	ENSG00000131127
ENSMUSG00000055480	ZNF98	ENSG00000197360
ENSMUSG00000055480	ZNF430	ENSG00000118620
ENSMUSG00000055480	ZNF90	ENSG00000213988
ENSMUSG00000055480	ZNF431	ENSG00000196705
ENSMUSG00000055480	ZNF736	ENSG00000234444
ENSMUSG00000055480	ZNF429	ENSG00000197013
ENSMUSG00000055480	ZNF486	ENSG00000256229
ENSMUSG00000055480	ZNF727	ENSG00000214652
ENSMUSG00000055480	ZNF714	ENSG00000160352
ENSMUSG00000055480	ZNF681	ENSG00000196172
ENSMUSG00000055480	RP11-15H20.8	ENSG00000283201
ENSMUSG00000055480	ZNF253	ENSG00000256771
ENSMUSG00000055480	ZNF138	ENSG00000197008
ENSMUSG00000055480	ZNF117	ENSG00000152926
ENSMUSG00000055480	ZNF718	ENSG00000250312
ENSMUSG00000055480	ZNF680	ENSG00000173041
ENSMUSG00000055480	ZNF675	ENSG00000197372
ENSMUSG00000055480	ZNF93	ENSG00000184635
ENSMUSG00000055480	ZNF679	ENSG00000197123
ENSMUSG00000055480	ZNF732	ENSG00000186777
ENSMUSG00000055480	ZNF695	ENSG00000197472
ENSMUSG00000055480	ZNF716	ENSG00000182111
ENSMUSG00000055480	ZNF708	ENSG00000182141
ENSMUSG00000055480	ZNF737	ENSG00000237440
ENSMUSG00000055480	ZNF100	ENSG00000197020
ENSMUSG00000055480	ZNF92	ENSG00000146757
ENSMUSG00000055480	ZNF66	ENSG00000160229
ENSMUSG00000055480	ZNF506	ENSG00000081665
ENSMUSG00000055480	ZNF728	ENSG00000269067
ENSMUSG00000055480	ZNF676	ENSG00000196109
ENSMUSG00000055480	ZNF735	ENSG00000223614
ENSMUSG00000055480	ZNF724	ENSG00000196081
ENSMUSG00000055480	ZNF479	ENSG00000185177
ENSMUSG00000055480	ZNF85	ENSG00000105750
ENSMUSG00000055480	ZNF254	ENSG00000213096
ENSMUSG00000055480	ZNF730	ENSG00000183850
ENSMUSG00000055480	ZNF682	ENSG00000197124
ENSMUSG00000055480	ZNF626	ENSG00000188171
ENSMUSG00000055480	ZNF195	ENSG00000005801
ENSMUSG00000055480	ZNF493	ENSG00000196268
ENSMUSG00000055480	ZNF273	ENSG00000198039
ENSMUSG00000055480	ZNF257	ENSG00000197134
ENSMUSG00000055480	ZNF492	ENSG00000229676
ENSMUSG00000055480	ZNF678	ENSG00000181450
ENSMUSG00000055480	ZNF726	ENSG00000213967
ENSMUSG00000051255	SARNP	ENSG00000205323
ENSMUSG00000098937		
ENSMUSG00000056629	FKBP2	ENSG00000173486
ENSMUSG00000064697	SNORA67	ENSG00000252473
ENSMUSG00000048924	CCDC125	ENSG00000183323
ENSMUSG00000098448		
ENSMUSG00000097854		
ENSMUSG00000057069	ERO1B	ENSG00000086619
ENSMUSG00000093992		
ENSMUSG00000094709		
ENSMUSG00000094033	RNU6-618P	ENSG00000200388
ENSMUSG00000094033	RNU6-413P	ENSG00000206842
ENSMUSG00000094033	RNU6-778P	ENSG00000200139
ENSMUSG00000097602		
ENSMUSG00000021590	SPATA9	ENSG00000145757
ENSMUSG00000094361		
ENSMUSG00000093480		
ENSMUSG00000072898		
ENSMUSG00000021413	PRPF4B	ENSG00000112739
ENSMUSG00000065445		
ENSMUSG00000089003		
ENSMUSG00000047832	CDCA4	ENSG00000170779
ENSMUSG00000089545		
ENSMUSG00000094008		
ENSMUSG00000094147		
ENSMUSG00000077522		
ENSMUSG00000098816	H19_2	ENSG00000276351
ENSMUSG00000098816	H19_2	ENSG00000274866
ENSMUSG00000093185		
ENSMUSG00000080425	RNU6ATAC32P	ENSG00000251835
ENSMUSG00000078091		
ENSMUSG00000077431		
ENSMUSG00000098568		
ENSMUSG00000021414	FAM217A	ENSG00000145975
ENSMUSG00000021720	RNF180	ENSG00000164197
ENSMUSG00000065613		
ENSMUSG00000098263		
ENSMUSG00000084625	SNORA42	ENSG00000207217
ENSMUSG00000096529		
ENSMUSG00000074746	PDZD8	ENSG00000165650
ENSMUSG00000065047	Y_RNA	ENSG00000201547
ENSMUSG00000089105		
ENSMUSG00000041712	UBR7	ENSG00000012963
ENSMUSG00000077224		
ENSMUSG00000088368		
ENSMUSG00000064543	RNU1-72P	ENSG00000199846
ENSMUSG00000092157		
ENSMUSG00000096835		
ENSMUSG00000105381		
ENSMUSG00000088487	RN7SKP113	ENSG00000200761
ENSMUSG00000065028	SNORA51	ENSG00000206878
ENSMUSG00000065028	SNORA51	ENSG00000200113
ENSMUSG00000024805	PCGF5	ENSG00000180628
ENSMUSG00000094702		
ENSMUSG00000099238		
ENSMUSG00000096519		
ENSMUSG00000094527		
ENSMUSG00000106670		
ENSMUSG00000078912		
ENSMUSG00000092790		
ENSMUSG00000078061		
ENSMUSG00000064515	RNA5SP252	ENSG00000212433
ENSMUSG00000096704		
ENSMUSG00000094440	RNU6-601P	ENSG00000207270
ENSMUSG00000095891		
ENSMUSG00000066389		
ENSMUSG00000093958		
ENSMUSG00000065173	RNU6-205P	ENSG00000212160
ENSMUSG00000064791	SNORD14E	ENSG00000200879
ENSMUSG00000050503	FBXL22	ENSG00000197361
ENSMUSG00000058799	NAP1L1	ENSG00000187109
ENSMUSG00000098691		
ENSMUSG00000084423		
ENSMUSG00000087858		
ENSMUSG00000034391	FBXO15	ENSG00000141665
ENSMUSG00000042857		
ENSMUSG00000077628		
ENSMUSG00000021276	CINP	ENSG00000100865
ENSMUSG00000096567		
ENSMUSG00000088477		
ENSMUSG00000096803		
ENSMUSG00000095791		
ENSMUSG00000095045	SNORD116-1	ENSG00000207063
ENSMUSG00000095045	SNORD116-8	ENSG00000207093
ENSMUSG00000095045	SNORD116-7	ENSG00000207133
ENSMUSG00000095045	SNORD116-3	ENSG00000207014
ENSMUSG00000095045	SNORD116-2	ENSG00000207001
ENSMUSG00000095045	SNORD116-9	ENSG00000206727
ENSMUSG00000095045	SNORD116-5	ENSG00000207191
ENSMUSG00000095045	SNORD116-6	ENSG00000207442
ENSMUSG00000095045	SNORD116-4	ENSG00000275529
ENSMUSG00000080401		
ENSMUSG00000095029		
ENSMUSG00000021701	PLK2	ENSG00000145632
ENSMUSG00000065474		
ENSMUSG00000099218		
ENSMUSG00000087958	RN7SKP244	ENSG00000252322
ENSMUSG00000061669		
ENSMUSG00000089619	RN7SKP34	ENSG00000251951
ENSMUSG00000090286		
ENSMUSG00000088126		
ENSMUSG00000093964		
ENSMUSG00000064949		
ENSMUSG00000058816		
ENSMUSG00000044026	SLC35G1	ENSG00000176273
ENSMUSG00000089280	RN7SKP191	ENSG00000201583
ENSMUSG00000098414		
ENSMUSG00000072714		
ENSMUSG00000092093		
ENSMUSG00000096462	SNORD116-1	ENSG00000207063
ENSMUSG00000096462	SNORD116-8	ENSG00000207093
ENSMUSG00000096462	SNORD116-7	ENSG00000207133
ENSMUSG00000096462	SNORD116-3	ENSG00000207014
ENSMUSG00000096462	SNORD116-2	ENSG00000207001
ENSMUSG00000096462	SNORD116-9	ENSG00000206727
ENSMUSG00000096462	SNORD116-5	ENSG00000207191
ENSMUSG00000096462	SNORD116-6	ENSG00000207442
ENSMUSG00000096462	SNORD116-4	ENSG00000275529
ENSMUSG00000080374		
ENSMUSG00000080556		
ENSMUSG00000099172		
ENSMUSG00000076033		
ENSMUSG00000094030		
ENSMUSG00000091619		
ENSMUSG00000077716		
ENSMUSG00000089310		
ENSMUSG00000096845	SNORD116-1	ENSG00000207063
ENSMUSG00000096845	SNORD116-8	ENSG00000207093
ENSMUSG00000096845	SNORD116-7	ENSG00000207133
ENSMUSG00000096845	SNORD116-3	ENSG00000207014
ENSMUSG00000096845	SNORD116-2	ENSG00000207001
ENSMUSG00000096845	SNORD116-9	ENSG00000206727
ENSMUSG00000096845	SNORD116-5	ENSG00000207191
ENSMUSG00000096845	SNORD116-6	ENSG00000207442
ENSMUSG00000096845	SNORD116-4	ENSG00000275529
ENSMUSG00000080686		
ENSMUSG00000038246	FAM50B	ENSG00000145945
ENSMUSG00000098498		
ENSMUSG00000098589		
ENSMUSG00000077998		
ENSMUSG00000073752		
ENSMUSG00000071711	MPST	ENSG00000128309
ENSMUSG00000096298		
ENSMUSG00000077001		
ENSMUSG00000105932		
ENSMUSG00000098296		
ENSMUSG00000098533		
ENSMUSG00000094599	SNORD116-1	ENSG00000207063
ENSMUSG00000094599	SNORD116-8	ENSG00000207093
ENSMUSG00000094599	SNORD116-7	ENSG00000207133
ENSMUSG00000094599	SNORD116-3	ENSG00000207014
ENSMUSG00000094599	SNORD116-2	ENSG00000207001
ENSMUSG00000094599	SNORD116-9	ENSG00000206727
ENSMUSG00000094599	SNORD116-5	ENSG00000207191
ENSMUSG00000094599	SNORD116-6	ENSG00000207442
ENSMUSG00000094599	SNORD116-4	ENSG00000275529
ENSMUSG00000065934	RNU1-62P	ENSG00000199469
ENSMUSG00000089052		
ENSMUSG00000075053	VDAC3	ENSG00000078668
ENSMUSG00000065416		
ENSMUSG00000075015		
ENSMUSG00000062382	FTL	ENSG00000087086
ENSMUSG00000070063	SNORA33	ENSG00000200534
ENSMUSG00000070063	SNORA33	ENSG00000201827
ENSMUSG00000070063	SNORA33	ENSG00000252045
ENSMUSG00000084487		
ENSMUSG00000098676		
ENSMUSG00000098881		
ENSMUSG00000065226	SNORA8	ENSG00000212586
ENSMUSG00000065226	SNORA8	ENSG00000207100
ENSMUSG00000065226	SNORA8	ENSG00000207410
ENSMUSG00000065226	SNORA8	ENSG00000207304
ENSMUSG00000042029	NCAPG2	ENSG00000146918
ENSMUSG00000095857		
ENSMUSG00000065372		
ENSMUSG00000099163		
ENSMUSG00000077283		
ENSMUSG00000094989		
ENSMUSG00000074210		
ENSMUSG00000088448		
ENSMUSG00000098807		
ENSMUSG00000088211	RNU6-1308P	ENSG00000252626
ENSMUSG00000065864		
ENSMUSG00000006435	NEURL1	ENSG00000107954
ENSMUSG00000084612	RNA5SP158	ENSG00000222230
ENSMUSG00000064526		
ENSMUSG00000021680	CRHBP	ENSG00000145708
ENSMUSG00000091193		
ENSMUSG00000064796	Telomerase-vert	ENSG00000277925
ENSMUSG00000087836	RNA5SP224	ENSG00000201939
ENSMUSG00000090765		
ENSMUSG00000076959		
ENSMUSG00000049427		
ENSMUSG00000098516		
ENSMUSG00000068074		
ENSMUSG00000088015		
ENSMUSG00000104880		
ENSMUSG00000092671		
ENSMUSG00000064693	RNU6-110P	ENSG00000207237
ENSMUSG00000064693	RNU6-832P	ENSG00000200189
ENSMUSG00000064693	RNU6-1151P	ENSG00000207415
ENSMUSG00000064693	RNU6-199P	ENSG00000199824
ENSMUSG00000088928		
ENSMUSG00000065734	SNORD49A	ENSG00000277370
ENSMUSG00000065430		
ENSMUSG00000098757		
ENSMUSG00000106233		
ENSMUSG00000093056	RN7SL151P	ENSG00000244230
ENSMUSG00000092829		
ENSMUSG00000077220	SNORD78	ENSG00000212378
ENSMUSG00000097169		
ENSMUSG00000088763	RNU6-262P	ENSG00000222249
ENSMUSG00000098261	RNU7-155P	ENSG00000238759
ENSMUSG00000065074	RNU6-774P	ENSG00000200108
ENSMUSG00000104758		
ENSMUSG00000014813	STC1	ENSG00000159167
ENSMUSG00000099229	HOTTIP_3	ENSG00000277469
ENSMUSG00000080366		
ENSMUSG00000066809		
ENSMUSG00000073682		
ENSMUSG00000065164		
ENSMUSG00000089092	U6	ENSG00000283290
ENSMUSG00000093408		
ENSMUSG00000093218		
ENSMUSG00000065791	RNU6-813P	ENSG00000207422
ENSMUSG00000065642	SNORA69	ENSG00000212206
ENSMUSG00000065642	SNORA69	ENSG00000206622
ENSMUSG00000088438		
ENSMUSG00000080402		
ENSMUSG00000064830		
ENSMUSG00000096114		
ENSMUSG00000064081	RPL36	ENSG00000130255
ENSMUSG00000065782	SNORD30	ENSG00000277846
ENSMUSG00000077104		
ENSMUSG00000089462	RN7SKP188	ENSG00000222721
ENSMUSG00000089462	RN7SKP255	ENSG00000200312
ENSMUSG00000089462	RN7SKP228	ENSG00000222974
ENSMUSG00000104783		
ENSMUSG00000106608		
ENSMUSG00000087935	SNORA81	ENSG00000253092
ENSMUSG00000095825		
ENSMUSG00000105120	SCARNA4	ENSG00000281516
ENSMUSG00000105120	SCARNA4	ENSG00000281394
ENSMUSG00000092997		
ENSMUSG00000087870		
ENSMUSG00000046957	SPZ1	ENSG00000164299
ENSMUSG00000032846	ZSWIM6	ENSG00000130449
ENSMUSG00000094740		
ENSMUSG00000098775	Six3os1_1	ENSG00000274520
ENSMUSG00000104926		
ENSMUSG00000099192	uc_338	ENSG00000278643
ENSMUSG00000065812	SNORA80A	ENSG00000200792
ENSMUSG00000094952		
ENSMUSG00000088684		
ENSMUSG00000071662	POLR2G	ENSG00000168002
ENSMUSG00000065298	RNU1-33P	ENSG00000201119
ENSMUSG00000098356		
ENSMUSG00000084652		
ENSMUSG00000096755		
ENSMUSG00000104857	SCARNA4	ENSG00000280466
ENSMUSG00000104857	SCARNA15	ENSG00000281159
ENSMUSG00000088056		
ENSMUSG00000065068	RNA5SP465	ENSG00000212497
ENSMUSG00000065068	RNA5SP483	ENSG00000200301
ENSMUSG00000068085	CYP2D7	ENSG00000205702
ENSMUSG00000068085	CYP2D6	ENSG00000100197
ENSMUSG00000094327		
ENSMUSG00000095772		
ENSMUSG00000065314	RNU6-112P	ENSG00000200469
ENSMUSG00000084743	RN7SKP272	ENSG00000252797
ENSMUSG00000064952	SNORD62B	ENSG00000231587
ENSMUSG00000093230		
ENSMUSG00000105465		
ENSMUSG00000088021	RNU1-115P	ENSG00000202199
ENSMUSG00000106556		
ENSMUSG00000096083		
ENSMUSG00000064648	RNU1-36P	ENSG00000202000
ENSMUSG00000089550		
ENSMUSG00000094359		
ENSMUSG00000092724		
ENSMUSG00000077469		
ENSMUSG00000065397		
ENSMUSG00000089263		
ENSMUSG00000098996		
ENSMUSG00000088596		
ENSMUSG00000077360		
ENSMUSG00000094369		
ENSMUSG00000088591		
ENSMUSG00000095034		
ENSMUSG00000089113		
ENSMUSG00000065549		
ENSMUSG00000078031		
ENSMUSG00000087825	RNU6-519P	ENSG00000222522
ENSMUSG00000065750		
ENSMUSG00000065178		
ENSMUSG00000088048	RNU6-247P	ENSG00000199506
ENSMUSG00000095122		
ENSMUSG00000011752	PGAM1	ENSG00000171314
ENSMUSG00000096133		
ENSMUSG00000088333	RNU7-155P	ENSG00000238759
ENSMUSG00000064600		
ENSMUSG00000089536	SCARNA3	ENSG00000252906
ENSMUSG00000096210	H1F0	ENSG00000189060
ENSMUSG00000105468		
ENSMUSG00000065940		
ENSMUSG00000090747		
ENSMUSG00000089293	RNU6-613P	ENSG00000222344
ENSMUSG00000089293	RNU6-888P	ENSG00000199880
ENSMUSG00000088829		
ENSMUSG00000098938		
ENSMUSG00000105116		
ENSMUSG00000098409		
ENSMUSG00000077058		
ENSMUSG00000042284	ITGA1	ENSG00000213949
ENSMUSG00000094178		
ENSMUSG00000025922		
ENSMUSG00000098483		
ENSMUSG00000065361	Telomerase-vert	ENSG00000277925
ENSMUSG00000105557		
ENSMUSG00000098580		
ENSMUSG00000092952		
ENSMUSG00000105450	SCARNA4	ENSG00000280466
ENSMUSG00000105450	SCARNA15	ENSG00000281159
ENSMUSG00000093138		
ENSMUSG00000093102		
ENSMUSG00000089107		
ENSMUSG00000065245		
ENSMUSG00000065269	SNORA6	ENSG00000206760
ENSMUSG00000084731		
ENSMUSG00000088772	SNORA81	ENSG00000252677
ENSMUSG00000073486		
ENSMUSG00000089168		
ENSMUSG00000077604	SNORD1C	ENSG00000274091
ENSMUSG00000065773		
ENSMUSG00000098742		
ENSMUSG00000088960	RNU6-556P	ENSG00000199468
ENSMUSG00000095905		
ENSMUSG00000089524		
ENSMUSG00000064877		
ENSMUSG00000098503	TUG1_2	ENSG00000276057
ENSMUSG00000065692		
ENSMUSG00000076012		
ENSMUSG00000076303		
ENSMUSG00000099134		
ENSMUSG00000059288	CDYL	ENSG00000153046
ENSMUSG00000084418	SNORA3	ENSG00000221719
ENSMUSG00000084418	SNORA3B	ENSG00000212607
ENSMUSG00000084418	SNORA3	ENSG00000221093
ENSMUSG00000084418	SNORA3	ENSG00000221639
ENSMUSG00000084418	SNORA3	ENSG00000221148
ENSMUSG00000088373		
ENSMUSG00000105513		
ENSMUSG00000088823		
ENSMUSG00000089387	SNORA17	ENSG00000212589
ENSMUSG00000089387	SNORA17	ENSG00000212461
ENSMUSG00000089387	SNORA17	ENSG00000281808
ENSMUSG00000093242		
ENSMUSG00000087922	RNU6-737P	ENSG00000202240
ENSMUSG00000105333		
ENSMUSG00000088637	RN7SKP240	ENSG00000222515
ENSMUSG00000088106	RNU6-1218P	ENSG00000239175
ENSMUSG00000025226	FBXL15	ENSG00000107872
ENSMUSG00000088629		
ENSMUSG00000064536	SNORD38	ENSG00000252408
ENSMUSG00000064536	SNORD38	ENSG00000200733
ENSMUSG00000064536	SNORD38	ENSG00000207109
ENSMUSG00000064536	SNORD38	ENSG00000207199
ENSMUSG00000096205		
ENSMUSG00000096500		
ENSMUSG00000088873	RNU6-567P	ENSG00000252555
ENSMUSG00000070170		
ENSMUSG00000099331		
ENSMUSG00000065592		
ENSMUSG00000096406		
ENSMUSG00000099031		
ENSMUSG00000087854	RNA5SP374	ENSG00000199809
ENSMUSG00000064612	SNORD51	ENSG00000207047
ENSMUSG00000095729	RNU6-1318P	ENSG00000202259
ENSMUSG00000095729	RNU6-1026P	ENSG00000207194
ENSMUSG00000095729	RNU6-324P	ENSG00000200827
ENSMUSG00000080476		
ENSMUSG00000065800	RNU6-1220P	ENSG00000252935
ENSMUSG00000097052	SNORA43	ENSG00000253049
ENSMUSG00000077440	SNORD101	ENSG00000206754
ENSMUSG00000065676	SNORD42B	ENSG00000238423
ENSMUSG00000099036		
ENSMUSG00000095389	SNORD116-1	ENSG00000207063
ENSMUSG00000095389	SNORD116-8	ENSG00000207093
ENSMUSG00000095389	SNORD116-7	ENSG00000207133
ENSMUSG00000095389	SNORD116-3	ENSG00000207014
ENSMUSG00000095389	SNORD116-2	ENSG00000207001
ENSMUSG00000095389	SNORD116-9	ENSG00000206727
ENSMUSG00000095389	SNORD116-5	ENSG00000207191
ENSMUSG00000095389	SNORD116-6	ENSG00000207442
ENSMUSG00000095389	SNORD116-4	ENSG00000275529
ENSMUSG00000105167		
ENSMUSG00000046229	SCAND1	ENSG00000171222
ENSMUSG00000088356		
ENSMUSG00000095424		
ENSMUSG00000088564		
ENSMUSG00000099037		
ENSMUSG00000084588	RNA5SP101	ENSG00000252845
ENSMUSG00000065573		
ENSMUSG00000065287	SNORA51	ENSG00000271798
ENSMUSG00000098846	DLX6-AS1_2	ENSG00000277124
ENSMUSG00000095097	SNORA19	ENSG00000207468
ENSMUSG00000089182		
ENSMUSG00000089222		
ENSMUSG00000087913		
ENSMUSG00000080596		
ENSMUSG00000088597		
ENSMUSG00000080352	SNORD88C	ENSG00000220988
ENSMUSG00000096635		
ENSMUSG00000092915		
ENSMUSG00000089097		
ENSMUSG00000106618		
ENSMUSG00000065815	RNU6-745P	ENSG00000200216
ENSMUSG00000065945		
ENSMUSG00000098735		
ENSMUSG00000064972	RNU6-261P	ENSG00000238697
ENSMUSG00000064972	RNU6-1190P	ENSG00000222743
ENSMUSG00000094274	SNORD116-1	ENSG00000207063
